INT1	INT2	Co-expression	Genetic interactions	Protein-protein interactions (high-throughput)	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions	Co-citation	Protein-protein interactions (low-throughput)	Co-expression	Genetic interactions	Protein-protein interactions (high-throughput)	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions	Co-citation	Protein-protein interactions (low-throughput)
YPT7	SNX4	0.000	0.779	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
YPT7	VTC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.560	0.000	0	0	0	0	0	0	0	0	24165882	0
YPT7	HAP2	0.309	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22558379	0	0	0	0	0	0	0	0	0
YPT7	MSN4	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	VMA1	0.000	0.000	0.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16429126	0	0	0	0	0	0	0
YPT7	BEM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.392	0	0	0	0	0	0	0	0	0	24165882
YPT7	GTR1	0.000	0.000	0.000	0.000	0.000	0.000	0.859	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
YPT7	ATG26	0.000	0.340	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	FAB1	0.000	0.380	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	YPT52	0.000	0.951	0.946	0.980	0.000	0.000	0.791	0.000	0.624	0.655	0	20526336	11805837	24165882	0	0	12499311	0	24165882	24165882
YPT7	VPS73	0.000	0.554	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	VPS13	0.391	0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21701562	21987634	0	0	0	0	0	0	0	0
YPT7	YPT53	0.000	0.796	0.000	0.980	0.000	0.000	0.200	0.000	0.605	0.662	0	20526336	0	24165882	0	0	12499311	0	24165882	24165882
YPT7	SFT2	0.467	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22558379	0	0	0	0	0	0	0	0	0
YPT7	GET2	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22558379	0	0	0	0	0	0	0	0	0
YPT7	VPS29	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.799	0	0	0	0	0	0	0	0	0	24165882
YPT7	PEP8	0.000	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.823	0	20093466	0	0	0	0	0	0	0	24165882
YPT7	BRE5	0.000	0.000	0.000	0.000	0.000	0.000	0.777	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
YPT7	VPS4	0.000	0.363	0.000	0.000	0.000	0.000	0.000	0.000	0.338	0.000	0	21987634	0	0	0	0	0	0	24165882	0
YPT7	YBR137W	0.000	0.410	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
YPT7	GYP7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.716	0.000	0	0	0	0	0	0	0	0	24165882	0
YPT7	GYP1	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.853	0.000	0	21987634	0	0	0	0	0	0	24165882	0
YPT7	VAM7	0.000	0.840	0.941	0.000	0.000	0.000	0.000	0.000	0.560	0.538	0	20093466	10688190	0	0	0	0	0	24165882	24165882
VPS9	CLA4	0.000	0.707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	PEP12	0.000	0.622	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS9	VPS21	0.000	0.983	0.000	0.000	0.000	0.000	0.000	0.000	0.855	0.841	0	20093466	0	0	0	0	0	0	24165882	24165882
VPS9	SYS1	0.000	0.716	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	ATG1	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
VPS9	VPS30	0.000	0.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS9	CCZ1	0.000	0.754	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	SSB1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.257	0	0	0	0	0	0	0	0	0	24165882
VPS9	RIO1	0.302	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21474073	0	0	0	0	0	0	0	0	0
VPS9	SSA1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.282	0	0	0	0	0	0	0	0	0	24165882
VPS9	VPS8	0.000	0.992	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	APM3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.932	0	0	0	0	0	0	0	0	0	24165882
VPS9	VPS27	0.000	0.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS9	TLG2	0.000	0.840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	GGA1	0.000	0.698	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	PEP3	0.000	0.763	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	ARL3	0.000	0.772	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	BPH1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.755	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS9	CTK1	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21474073	0	0	0	0	0	0	0	0	0
VPS9	PCL5	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
VPS9	RTC2	0.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
VPS9	BCK1	0.000	0.830	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	SLT2	0.000	0.759	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	SHO1	0.000	0.701	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	NBP2	0.000	0.284	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS9	UBI4	0.000	0.000	0.000	0.000	0.000	0.000	0.821	0.000	0.000	0.147	0	0	0	0	0	0	12499311	0	0	24165882
VPS9	DBF2	0.000	0.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS9	SLG1	0.000	0.694	0.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	22940862	0	0	0	0	0	0	0
VPS9	DBF20	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
VPS9	COG5	0.000	0.657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	IRE1	0.000	0.822	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	RAS2	0.000	0.680	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	TRS20	0.408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
VPS9	CUE5	0.000	0.000	0.000	0.974	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
VPS9	YPT31	0.000	0.964	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	SEC4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.523	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS9	RTG3	0.911	0.669	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22719263	20526336	0	0	0	0	0	0	0	0
VPS9	MID2	0.000	0.844	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	RVS161	0.000	0.178	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS9	GET3	0.000	0.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	SDS24	0.000	0.672	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	PTP1	0.424	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
VPS9	CSG2	0.000	0.764	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	MPS1	0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22306294	0	0	0	0	0	0	0	0	0
VPS9	NPR1	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
VPS9	KIN4	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21474073	0	0	0	0	0	0	0	0	0
VPS9	TEF1	0.000	0.000	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16429126	0	0	0	0	0	0	0
VPS9	NTH1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS9	VMA2	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16429126	0	0	0	0	0	0	0
VPS9	AKR1	0.000	0.866	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	ARL1	0.000	0.664	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	VPS13	0.000	0.696	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	YPT53	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.890	0	0	0	0	0	0	0	0	0	24165882
VPS9	MON2	0.000	0.737	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	SFT2	0.000	0.731	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	VPS29	0.000	0.924	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS9	GET1	0.000	0.756	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	PEP8	0.000	0.930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS9	VPS38	0.000	0.842	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS9	VPS4	0.000	0.679	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
VPS9	GYP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.734	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS9	AIM5	0.695	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
CLA4	VPS21	0.000	0.902	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0	17314980	0	0	0	0	12499311	0	0	0
CLA4	RAD53	0.000	0.000	0.000	0.000	0.718	0.940	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	HRR25	0.000	0.000	0.000	0.000	0.037	0.533	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	KIN28	0.000	0.000	0.000	0.000	0.037	0.789	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	GSG1	0.000	0.646	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
CLA4	SEC7	0.000	0.000	0.661	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16554755	0	0	0	0	0	0	0
CLA4	ATG1	0.000	0.000	0.000	0.000	0.255	0.768	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	ATG16	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
CLA4	CCZ1	0.000	0.724	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
CLA4	CDC5	0.000	0.670	0.000	0.000	0.857	0.958	0.000	0.000	0.000	0.000	0	17314980	0	0	24165882	24165882	0	0	0	0
CLA4	PBS2	0.000	0.000	0.000	0.427	0.000	0.847	0.000	0.000	0.234	0.000	0	0	0	24165882	0	24165882	0	0	24165882	0
CLA4	ARF3	0.000	0.689	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
CLA4	VPS8	0.000	0.796	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
CLA4	TLG2	0.000	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
CLA4	SWE1	0.000	0.000	0.000	0.000	0.000	0.614	0.000	0.000	0.900	0.000	0	0	0	0	0	24165882	0	0	24165882	0
CLA4	FUS3	0.000	0.000	0.000	0.000	0.684	0.742	0.000	0.000	0.120	0.000	0	0	0	0	24165882	24165882	0	0	24165882	0
CLA4	CDC15	0.000	0.000	0.000	0.000	0.904	0.970	0.234	0.000	0.000	0.000	0	0	0	0	24165882	24165882	12499311	0	0	0
CLA4	CDC28	0.000	0.000	0.000	0.000	0.239	0.820	0.000	0.000	0.857	0.089	0	0	0	0	24165882	24165882	0	0	24165882	24165882
CLA4	CDC7	0.000	0.000	0.000	0.124	0.000	0.050	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
CLA4	SSD1	0.000	0.907	0.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	16554755	0	0	0	0	0	0	0
CLA4	CHK1	0.000	0.523	0.000	0.000	0.000	0.962	0.000	0.000	0.000	0.000	0	17314980	0	0	0	24165882	0	0	0	0
CLA4	DUN1	0.000	0.000	0.000	0.000	0.239	0.958	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	PHO85	0.000	0.000	0.000	0.000	0.239	0.983	0.000	0.000	0.155	0.178	0	0	0	0	24165882	24165882	0	0	24165882	24165882
CLA4	CKA2	0.000	0.000	0.000	0.000	0.308	0.618	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	CTK1	0.000	0.815	0.000	0.000	0.375	0.917	0.000	0.000	0.000	0.000	0	19269370	0	0	24165882	24165882	0	0	0	0
CLA4	CKA1	0.000	0.000	0.000	0.000	0.000	0.530	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	GCN2	0.000	0.000	0.000	0.000	0.037	0.383	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	PCL1	0.000	0.000	0.000	0.000	0.000	0.000	0.127	0.000	0.409	0.000	0	0	0	0	0	0	12499311	0	24165882	0
CLA4	HSL1	0.000	0.827	0.000	0.000	0.214	0.949	0.000	0.000	0.325	0.000	0	17314980	0	0	24165882	24165882	0	0	24165882	0
CLA4	CAK1	0.000	0.380	0.000	0.124	0.000	0.126	0.000	0.000	0.352	0.000	0	19269370	0	24165882	0	24165882	0	0	24165882	0
CLA4	SSN3	0.000	0.000	0.000	0.427	0.308	0.553	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
CLA4	SGV1	0.000	0.000	0.000	0.000	0.315	0.610	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	SAT4	0.000	0.000	0.000	0.000	0.791	0.738	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	SAP155	0.000	0.516	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
CLA4	VHS1	0.000	0.000	0.000	0.000	0.000	0.538	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	PTK2	0.000	0.000	0.000	0.000	0.893	0.780	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	CBF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.073	0.000	0	0	0	0	0	0	0	0	24165882	0
CLA4	OPI1	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21701562	0	0	0	0	0	0	0	0	0
CLA4	GIS1	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
CLA4	MIG1	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
CLA4	SUT1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.409	0.684	0	0	0	0	0	0	0	0	24165882	24165882
CLA4	ADR1	0.000	0.263	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLA4	TAF5	0.000	0.723	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
CLA4	PRK1	0.000	0.000	0.000	0.124	0.000	0.613	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
CLA4	ARK1	0.000	0.000	0.000	0.124	0.000	0.563	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
CLA4	PKC1	0.000	0.000	0.000	0.000	0.308	0.900	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	BCK1	0.154	0.951	0.000	0.000	0.094	0.951	0.000	0.000	0.202	0.206	23001663	20526336	0	0	24165882	24165882	0	0	24165882	24165882
CLA4	RIM15	0.000	0.000	0.000	0.000	0.094	0.651	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	SLT2	0.000	0.863	0.000	0.000	0.393	0.769	0.000	0.000	0.072	0.192	0	20526336	0	0	24165882	24165882	0	0	24165882	24165882
CLA4	KSS1	0.000	0.000	0.000	0.000	0.304	0.861	0.000	0.000	0.175	0.000	0	0	0	0	24165882	24165882	0	0	24165882	0
CLA4	HOG1	0.000	0.000	0.000	0.000	0.361	0.900	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	SMK1	0.000	0.000	0.000	0.000	0.399	0.681	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	STE7	0.000	0.000	0.000	0.000	0.555	0.930	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	STE50	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLA4	STE11	0.000	0.000	0.000	0.000	0.214	0.815	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	SSK2	0.000	0.000	0.000	0.000	0.555	0.967	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	RCK2	0.000	0.000	0.000	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	SCH9	0.721	0.000	0.000	0.000	0.597	0.948	0.000	0.000	0.000	0.000	21931566	0	0	0	24165882	24165882	0	0	0	0
CLA4	UBP3	0.000	0.597	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
CLA4	TOF2	0.000	0.609	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
CLA4	PKH1	0.000	0.000	0.000	0.000	0.315	0.957	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	PKH2	0.000	0.000	0.000	0.000	0.308	0.924	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	NBP2	0.000	0.000	0.713	0.000	0.000	0.000	0.000	0.000	0.000	0.254	0	0	20489023	0	0	0	0	0	0	24165882
CLA4	UBI4	0.000	0.569	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
CLA4	SPS1	0.000	0.000	0.000	0.000	0.000	0.936	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	IME2	0.000	0.000	0.000	0.427	0.000	0.351	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
CLA4	MEK1	0.000	0.000	0.000	0.000	0.767	0.951	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	UTH1	0.000	0.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
CLA4	DBF2	0.000	0.419	0.000	0.000	0.597	0.562	0.000	0.000	0.000	0.000	0	19269370	0	0	24165882	24165882	0	0	0	0
CLA4	ELM1	0.000	0.767	0.000	0.124	0.000	0.908	0.000	0.000	0.854	0.000	0	21987634	0	24165882	0	24165882	0	0	24165882	0
CLA4	CDC3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0	0	0	0	0	0	0	0	24165882	0
CLA4	KCC4	0.000	0.000	0.000	0.000	0.000	0.994	0.000	0.000	0.816	0.000	0	0	0	0	0	24165882	0	0	24165882	0
CLA4	TPK1	0.000	0.000	0.000	0.000	0.597	0.981	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	IPL1	0.000	0.000	0.000	0.000	0.000	0.944	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	SLG1	0.000	0.671	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
CLA4	DBF20	0.000	0.000	0.000	0.000	0.597	0.636	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	COG8	0.000	0.562	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
CLA4	SKY1	0.000	0.638	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
CLA4	IRE1	0.000	0.000	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	RAS2	0.000	0.687	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0	20526336	0	0	0	0	0	0	24165882	0
CLA4	YPT31	0.269	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.000	21931566	0	0	0	0	0	12499311	0	0	0
CLA4	SEC4	0.000	0.306	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
CLA4	YPT32	0.000	0.000	0.000	0.000	0.000	0.000	0.803	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
CLA4	SEC2	0.000	0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
CLA4	NVJ1	0.000	0.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
CLA4	RTG3	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
CLA4	MID2	0.000	0.754	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
CLA4	MKK1	0.000	0.000	0.000	0.000	0.000	0.873	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	MKK2	0.000	0.354	0.000	0.000	0.597	0.907	0.000	0.000	0.000	0.000	0	19269370	0	0	24165882	24165882	0	0	0	0
CLA4	SKS1	0.000	0.000	0.000	0.000	0.000	0.600	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	STM1	0.000	0.000	0.475	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16554755	0	0	0	0	0	0	0
CLA4	RVS161	0.000	0.791	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
CLA4	YPK1	0.000	0.000	0.000	0.000	0.255	0.927	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	FPK1	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	BEM1	0.000	0.668	0.000	0.000	0.000	0.000	0.000	0.000	0.841	0.195	0	21987634	0	0	0	0	0	0	24165882	24165882
CLA4	KIC1	0.000	0.000	0.000	0.000	0.361	0.979	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	YCK1	0.000	0.000	0.000	0.000	0.000	0.433	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	YCK2	0.000	0.077	0.000	0.000	0.037	0.368	0.000	0.000	0.000	0.000	0	21987634	0	0	24165882	24165882	0	0	0	0
CLA4	YPK2	0.000	0.000	0.000	0.000	0.767	0.864	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
CLA4	CBK1	0.000	0.000	0.000	0.000	0.000	0.822	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
CLA4	SKM1	0.000	0.676	0.000	0.992	0.000	0.994	0.000	0.000	0.968	0.612	0	20526336	0	24165882	0	24165882	0	0	24165882	24165882
CLA4	GIN4	0.000	0.785	0.000	0.000	0.718	0.986	0.000	0.000	0.910	0.000	0	19269370	0	0	24165882	24165882	0	0	24165882	0
CLA4	SNF1	0.000	0.610	0.000	0.000	0.000	0.949	0.000	0.000	0.000	0.000	0	17314980	0	0	0	24165882	0	0	0	0
